id,title,impl,dry,unit,integration,oracle,mock_fidelity,confidence,risk
UNNUMBERED-135,State Versioning + Backward Compatibility,src/models/state_compatibility.py::ensure_history_fields,DRY,tests/unit/test_graph_state_init.py::test_new_fields_do_not_shadow_existing,tests/integration/test_contract_state_pollution.py::TestWorkflowHistoryCanonicalFormat::test_canonical_workflow_entry_format,ABSENT,ALIGNED,MEDIUM,"Backward-compatibility helpers exist, but explicit `state_version` tagging/migration version registry is absent."
UNNUMBERED-136,State Schema Table (Required/Optional),NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,"TypedDict provides field definitions, but no maintained required/optional schema table artifact is generated."
[UNNUMBERED-137],Deterministic bounded retry routing,src/nodes/architect_node.py::architect_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_reviewer_rejection_triggers_retry,ABSENT,DRIFTED,HIGH,"Deterministic routing exists, but mixed `max_iterations`/`max_retries` naming can cause confusion."
[UNNUMBERED-138],Retry count and max_retries stop,src/nodes/architect_node.py::architect_node,DUPLICATED,tests/unit/test_reviewer_orchestrator.py::TestReviewerOrchestrator.test_max_retries_termination,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_max_retries_enforced,ABSENT,DRIFTED,MEDIUM,Enforcement exists but is split across layers with inconsistent retry field naming.
[UNNUMBERED-139],Retry guidance passed and logged,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_error_history_tracking,ABSENT,ALIGNED,HIGH,"Guidance is logged, but downstream consumption quality depends on prior node detail completeness."
[UNNUMBERED-140],Final taxonomy after max retries,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_reviewer_orchestrator.py::TestReviewerOrchestrator.test_max_retries_termination,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_max_retries_enforced,ABSENT,NO_UNIT_TEST,LOW,"terminal failure is recorded, but a formal final error taxonomy field is not explicitly standardized."
[UNNUMBERED-141],Release of Measurement instrumentation,src/utils/metrics.py::MetricsCollector.record_event,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,tests/integration/test_oracle_benchmarks.py::test_benchmark_harness_generates_metrics_bundle,tests/e2e/test_readme_command_runner.py::test_readme_commands_registry_entries_execute,ALIGNED,MEDIUM,"Instrumentation exists, but ""every interaction"" coverage is not exhaustively enforced by tests."
[UNNUMBERED-142],Token and cost tracking,src/utils/metrics.py::MetricsCollector.record_llm_usage,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"token tracking exists, but no `pricing.yaml`/USD mapping implementation was found."
[UNNUMBERED-143],JSONL metrics persistence,src/main.py::main,DUPLICATED,tests/unit/test_benchmark_runner.py::test_jsonl_iteration_count_present,tests/integration/test_oracle_benchmarks.py::test_benchmark_harness_generates_metrics_bundle,ABSENT,DRIFTED,LOW,"metrics are persisted, but `workflow_id` is not guaranteed and `write_jsonl` rewrites files instead of append semantics."
[UNNUMBERED-144],Automated paper table generation,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,`scripts/generate_paper_tables.py` is referenced in PRD/docs but does not exist in this repository snapshot.
[UNNUMBERED-145],Multi-user access with shared indices and auditable state,mcp_server.py::call_tool,DRY,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"shared index usage and auditable state exist, but high-concurrency guarantees are only lightly tested."
[UNNUMBERED-146],3-5 concurrent users no collisions,src/services/workflow_store.py::WorkflowStore._connect,DRY,tests/unit/test_workflow_store.py::test_concurrent_sweep_writes_do_not_corrupt,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,LOW,"WAL mode and key isolation are present, but no explicit 3-5 concurrent user load test was found."
[UNNUMBERED-147],Tool schema validation consistency,src/mcp_tools.py::get_tool_specs,DRY,tests/unit/test_mcp_tools.py::test_mcp_validate_config_requires_config,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,MEDIUM,"input schema checks exist, but output schema enforcement is not uniformly strict across all MCP tools."
[UNNUMBERED-148],Shared indices read-only and versioned,src/services/faiss_artifacts.py::ensure_faiss_indices,DRY,tests/unit/test_faiss_artifacts.py::test_ensure_faiss_indices_returns_existing_paths,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"manifest/hash support exists, but explicit read-only enforcement and index version policy are not implemented in code."
[UNNUMBERED-149],Child workflow spawn and status polling,src/services/sweep_orchestrator.py::orchestrate_sweep,DRY,tests/unit/test_orchestrator.py::TestFanOut.test_fanout_spawns_correct_child_count,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,NO_UNIT_TEST,HIGH,"structured polling is robust for modeled status transitions, but relies on external poll/submit callback quality."
[UNNUMBERED-150],Baseline inheritance without replanning,src/services/sweep_orchestrator.py::_run_architect_phase,DRY,tests/unit/test_orchestrator.py::TestExecutionSweep.test_execution_sweep_architect_runs_once,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,NO_UNIT_TEST,HIGH,Base plan reuse is implemented; per-child overrides could still require deeper merge semantics in future.
[UNNUMBERED-151],Parent status and artifact collection,src/mcp_tools.py::mcp_get_sweep_status,DRY,tests/unit/test_mcp_tools.py::test_get_sweep_results_returns_summary_when_complete,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,HIGH,parent-side querying works after filesystem persistence; malformed metadata files remain a failure mode.
[UNNUMBERED-152],A2A error propagation with retry guidance,src/services/sweep_orchestrator.py::update_parent_state,DUPLICATED,tests/unit/test_orchestrator.py::TestPolling.test_polling_failed_updates_count,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"child failure reasons propagate in sweep state, but integration into main-workflow retry guidance is not fully wired."
[UNNUMBERED-153],Performance and concurrency targets,tests/unit/test_level0_index.py::TestLevel0PerformanceRequirements.test_level0_q,DRY,tests/unit/test_level0_index.py::TestLevel0PerformanceRequirements.test_level0_query_latency,ABSENT,ABSENT,NO_UNIT_TEST,LOW,performance tests exist but thresholds differ from PRD (and no E2E plan-generation timing or MCP concurrency benchmark).
[UNNUMBERED-154],CLI reflexion guidance usability,src/nodes/reviewer_node.py::_derive_retry_guidance,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_reviewer_rejection_triggers_retry,ABSENT,ALIGNED,MEDIUM,"retry/reflexion guidance exists, but solver-specific ergonomic hint quality is not uniformly validated."
[UNNUMBERED-155],p95 latency/concurrency/per-node recording requirements,src/utils/metrics.py::MetricsCollector.record_event,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"stage-level instrumentation exists, but explicit p95 target enforcement and concurrency limit policies are not implemented."
[UNNUMBERED-156],p95 FAISS retrieval <500ms,tests/unit/test_level0_index.py::TestLevel0PerformanceRequirements.test_level0_q,DRY,tests/unit/test_level0_index.py::TestLevel0PerformanceRequirements.test_level0_query_latency,ABSENT,ABSENT,NO_UNIT_TEST,LOW,no p95 benchmark exists and current tests assert weaker single-run thresholds (<1s or <2s).
[UNNUMBERED-157],p95 plan generation <3 minutes,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,no timing harness or p95 enforcement for planning latency was found.
[UNNUMBERED-158],MCP supports 5 concurrent sessions,mcp_server.py::call_tool,DRY,tests/unit/test_workflow_store.py::test_concurrent_sweep_writes_do_not_corrupt,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,LOW,"session isolation mechanisms exist, but explicit 5-session concurrent validation was not found."
[UNNUMBERED-159],Per-node latency in metrics.jsonl with stage tags,src/utils/metrics.py::MetricsCollector.record_event,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"stage tags are recorded, but explicit per-node latency fields are not persisted in current metrics payloads."
[UNNUMBERED-160],PostgreSQL migration + index growth proof,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,runtime implementation remains SQLite WAL; no PostgreSQL migration runbook or index-growth degradation proof was found.
[UNNUMBERED-161],Migration plan schema mapping and rollback,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,no concrete migration artifact with schema mapping + rollback procedure was found in code/docs outside PRD prose.
[UNNUMBERED-162],Index Growth Accuracy Drift Control,database/indexing/level0_searcher.py::Level0Searcher.search,DRY,ABSENT,tests/integration/test_oracle_benchmarks.py::test_squall_line_no_level0_regression,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,NO_UNIT_TEST,LOW,"retrieval regressions are tested, but the explicit 100+ index and 2% drift target is not enforced by current benchmarks."
[UNNUMBERED-163],Versioned/Reproducible Storage Artifacts,src/services/faiss_artifacts.py::ensure_faiss_indices,DRY,tests/unit/test_faiss_artifacts.py::test_ensure_faiss_indices_returns_existing_paths,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"hashing and manifests exist, but end-to-end reproducibility verification across environments is limited."
[UNNUMBERED-164],Concurrency Model for 10+ Users (Planned),src/services/workflow_store.py::WorkflowStore,DRY,tests/unit/test_workflow_store.py::test_concurrent_sweep_writes_do_not_corrupt,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"session primitives are present, but no load/concurrency validation demonstrates 10+ user behavior."
[UNNUMBERED-165],Recovery Measurement/Timeouts/Retry History,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_max_retries_enforced,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution.test_happy_path_full_workflow,ALIGNED,MEDIUM,"recovery paths and timeout hooks exist, but explicit success-rate instrumentation targets are not strongly asserted."
[UNNUMBERED-166],95% Transient API Recovery Target,src/config.py::_LLMRetryCompletions.create,DRY,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"retry/backoff exists, but no benchmark test computes or enforces the ≥95% recovery objective."
[UNNUMBERED-167],Retry Taxonomy and Backoff Recording,src/nodes/reviewer_node.py::_derive_retry_guidance,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_baseline_on_schema_missing,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_reviewer_rejection_triggers_retry,ABSENT,ALIGNED,MEDIUM,"taxonomy and backoff exist in code paths, but backoff schedule persistence is not explicitly validated."
[UNNUMBERED-168],Per-Solver Timeout Enforcement,src/nodes/runner_node.py::runner_node,DUPLICATED,ABSENT,tests/integration/l4_execution/test_runner_execution.py::TestRunnerExecution.test_shim_timeout_behavior,tests/e2e/test_readme_command_runner.py::test_readme_command_runner_demo_readme,NO_UNIT_TEST,MEDIUM,"timeout handling is implemented, but solver-specific timeout policy coverage is not clearly centralized."
[UNNUMBERED-169],Final Failure Root Cause + Last Guidance,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_analysis_retry_guidance_from_issues,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_error_history_tracking,ABSENT,ALIGNED,MEDIUM,"guidance is persisted, but explicit “last guidance in terminal state” assertions are limited."
[UNNUMBERED-170],"Security: No PII, Session Isolation, Schema Validation",src/utils/privacy.py::sanitize_payload,DRY,tests/unit/test_privacy.py::test_sanitize_payload_shared_redacts_sensitive_key,tests/integration/test_privacy_scrubber_selection.py::test_shared_mode_builtin_scrubber,ABSENT,ALIGNED,HIGH,"unsafe-field rejection is partly per-tool and schema-based, without one uniform global validator layer."
[UNNUMBERED-171],Logs Exclude Secrets/Tokens/PII,src/utils/privacy.py::scrub_log_message,DRY,tests/unit/test_privacy.py::test_scrub_log_message_shared_redacts,tests/integration/test_privacy_scrubber_selection.py::test_strict_mode_hashes_sensitive_values,ABSENT,NO_UNIT_TEST,HIGH,configured-ID allowlisting nuance depends on runtime config discipline rather than an explicit policy test.
[UNNUMBERED-172],Session-Isolated Artifacts with UUIDs,mcp_server.py::call_tool,DRY,tests/unit/test_workflow_store.py::test_workflow_store_roundtrip,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,ALIGNED,MEDIUM,"UUID generation is present, but explicit collision/isolation stress checks are limited."
[UNNUMBERED-173],Tool Schemas Reject Unsafe Fields,src/mcp_tools.py::get_tool_specs,DRY,tests/unit/test_interactive_security_and_wrapping.py::test_mcp_server_ignores_untrusted_caller_action,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,ABSENT,NO_UNIT_TEST,MEDIUM,"schema examples are validated, but comprehensive unsafe-field rejection matrices are not centrally tested."
[UNNUMBERED-174],Access Audit Trail for Shared Resources,src/session_manager.py::append_policy_audit,DRY,tests/unit/test_gate_approvals_state.py::test_two_gates_both_written_to_state,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,"audit trail exists for gate/policy events, but shared-resource access semantics are not deeply typed."
[UNNUMBERED-175],User-Facing Response Must Include Reasoning/Evidence/Next Steps,src/mcp_tools.py::mcp_query_knowledge,DUPLICATED,tests/unit/test_mcp_tools.py::test_mcp_query_knowledge_maps_response,tests/integration/l5_full_pipeline/test_cli_interface.py::TestCLIInterface.test_json_output_format,ABSENT,NO_UNIT_TEST,MEDIUM,"behavior is implemented in several surfaces, but no single contract enforces all three components per response."
[UNNUMBERED-176],CLI Citations to L0/L1/L2 Sources,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"source citations are surfaced in some tool responses, but explicit CLI L0/L1/L2 citation formatting is not enforced."
[UNNUMBERED-177],Actionable Retry Guidance,src/nodes/reviewer_node.py::_derive_retry_guidance,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_analysis_failure_triggers_retry,ABSENT,ALIGNED,HIGH,"actionability is covered, but guidance quality still depends on upstream error specificity."
[UNNUMBERED-178],Clear/Consistent Gating Prompts Across Nodes,src/utils/gate.py::run_preconfirm_gate,DRY,tests/unit/test_gate_approvals_state.py::test_gate_approval_record_validates_correctly,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution.test_happy_path_full_workflow,ABSENT,ALIGNED,MEDIUM,"shared gate helper ensures structural consistency, but clarity/readability is not directly asserted in tests."
[UNNUMBERED-179],Help Text for Retrieval/Gating Flags,src/main.py::parse_arguments,DRY,ABSENT,tests/integration/l5_full_pipeline/test_cli_interface.py::TestCLIInterface.test_parse_arguments_with_prompt_string,tests/e2e/test_readme_command_registry.py::test_readme_command_registry_complete,NO_UNIT_TEST,MEDIUM,"relevant flags are present in argparse help, but explicit assertions on help-text content are limited."
[UNNUMBERED-182],Living Risk Register Requirement,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,risk-register lifecycle is documented in PRD text but not enforced by executable tooling.
[UNNUMBERED-183],Risk Links to Mitigation + Validation Artifact,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"linkage exists in documentation narrative only, without a traceability checker."
[UNNUMBERED-184],Risk Owners/Status Updated at Release Gates,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,no process automation verifies owner/status updates at gate milestones.
[UNNUMBERED-185],New Risks from Benchmark/Postmortem Reviews,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,benchmark/postmortem feedback loops are described but not codified in repo automation.
[UNNUMBERED-186],Critical Response Trigger/Verification Definition,src/policy/gate_policy.py::evaluate_gate_policy,DRY,tests/unit/test_interactive_security_and_wrapping.py::test_mcp_server_ignores_untrusted_caller_action,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_max_retries_enforced,ABSENT,ALIGNED,MEDIUM,"trigger logic exists in multiple components, but a single response-plan verification framework is missing."
[UNNUMBERED-187],Response Includes Trigger Criteria + Fallback,src/config.py::_LLMRetryCompletions.create,DUPLICATED,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_baseline_on_schema_missing,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_reviewer_rejection_triggers_retry,ABSENT,ALIGNED,MEDIUM,"fallback actions are present, but standardized trigger-criteria serialization across all responses is not enforced."
[UNNUMBERED-188],Response Procedures Testable via Integration Fixtures,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery,DRY,tests/unit/test_retry_guidance.py::test_analysis_retry_guidance_from_issues,tests/integration/l5_full_pipeline/test_error_recovery.py::TestErrorRecovery.test_error_history_tracking,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution.test_happy_path_full_workflow,ALIGNED,HIGH,"integration fixtures exist and are exercised, but not all critical responses appear to have explicit drill scenarios."
[UNNUMBERED-189],Post-Incident Risk Matrix Feedback,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"A static risk register exists in PRD text, but no executable feedback pipeline was found."
[UNNUMBERED-190],"Component Boundaries, Contracts, Dependencies",src/graph.py::create_graph,DRY,tests/integration/test_contract_state_pollution.py::test_contracts_enforce_workflow_history_reading,tests/integration/test_contract_state_pollution.py::test_canonical_workflow_entry_format,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ALIGNED,MEDIUM,"Contracts are mostly test fixtures/JSON specs, with partial runtime enforcement."
[UNNUMBERED-191],Component I/O and Responsibilities Listed,src/nodes/architect_node.py::architect_node,DRY,tests/integration/test_contract_state_pollution.py::test_contracts_forbid_top_level_computation_output,tests/integration/test_contract_state_pollution.py::test_contracts_enforce_workflow_history_reading,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,Listings are strongest in contract docs; responsibilities are not centrally enforced beyond tests.
[UNNUMBERED-192],Per-Component External Service Dependencies,src/nodes/architect_node.py::architect_node,DRY,tests/unit/test_embedding.py::test_factory_returns_service_with_instance_cache,tests/integration/test_infrastructure.py::test_environment_smoke,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,MEDIUM,"Dependencies are instantiated in code paths, but there is no single machine-readable dependency manifest per component."
[UNNUMBERED-193],State Persistence Points Documented,src/services/workflow_store.py::WorkflowStore,DRY,tests/unit/test_workflow_store.py::test_sweep_metadata_json_schema,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,HIGH,"Persistence exists in multiple locations, but documentation is distributed across contracts/docs instead of one map."
[UNNUMBERED-194],Steps Mapped to State Fields and Artifacts,src/models/graph_state_canonical.py::GraphState,DRY,tests/unit/test_graph_state_init.py::test_state_schema_coverage,tests/integration/test_contract_state_pollution.py::test_canonical_workflow_entry_format,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ALIGNED,HIGH,Mapping relies on discipline between node returns and workflow_history details.
[UNNUMBERED-195],Each Step Writes Declared GraphState Fields,src/models/graph_state_canonical.py::GraphState,DRY,tests/unit/test_graph_state_init.py::test_serialization_matches_workflow_history_pattern,tests/integration/l5_full_pipeline/test_schema_validation.py::test_validation_blocks_invalid_inputs,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,HIGH,Some node contracts still describe stricter top-level constraints than runtime code currently uses.
[UNNUMBERED-196],Stable Artifact Paths Under output/,src/main.py::parse_arguments,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,HIGH,"Paths are stable by convention (`output/` + run timestamp), but not globally schema-validated."
[UNNUMBERED-197],Failure Paths Capture Recovery Hints and Evidence Links,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_error_recovery.py::test_errors_tracked_in_workflow_history,ABSENT,NO_UNIT_TEST,MEDIUM,"Retry guidance is present, but explicit evidence-link normalization is inconsistent across nodes."
[UNNUMBERED-198],"Env Pinning, Deployment Topology, Operational Constraints Documentation",src/config.py::AMReXAgentConfig,DRY,tests/unit/test_config.py::test_config_defaults,tests/integration/test_infrastructure.py::test_environment_smoke,ABSENT,NO_UNIT_TEST,MEDIUM,"Constraints are documented as evolving, not frozen camera-ready artifacts."
[UNNUMBERED-199],Frozen Environment/Dependency Constraints for Benchmarks,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,Deployment docs explicitly state benchmark standardization is still evolving.
[UNNUMBERED-200],Reproducible Facility Deployment Config Files,src/services/run_superfacility.py::SuperfacilityRunner,DRY,tests/unit/test_run_superfacility.py::test_submit_dry_run,tests/integration/test_infrastructure.py::test_environment_smoke,ABSENT,NO_UNIT_TEST,MEDIUM,"Facility config handling exists, but reproducibility guarantees are not validated end-to-end in benchmark flows."
[UNNUMBERED-201],Monitoring and Logging Sources Documented,src/main.py::setup_logging,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_llm_call_count_present,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"Logging/metrics capture exists, but no single operator-facing monitoring source map was found."
[UNNUMBERED-202],Camera-Ready Candidate Evaluation and Decision Rationale,scripts/compare_models.py::main,DRY,tests/unit/test_compare_models.py::test_compare_models_generates_tables,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"Metrics tables are generated, but explicit final-decision rationale artifacts are not enforced."
[UNNUMBERED-203],"Comparison Table Fields (Persistence, Retries, Gating, MCP/A2A)",src/benchmark_runner.py::_derive_iteration_fields,DRY,tests/unit/test_benchmark_runner.py::test_gate_approvals_written_to_jsonl,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"Retry and gate fields are present, but MCP/A2A-specific comparison columns are not explicitly produced by compare scripts."
[UNNUMBERED-204],Decision Rationale with Risks and Migration Costs,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"No structured, generated artifact linking benchmark outcomes to migration-cost risk decisions was found."
[UNNUMBERED-205],Benchmark Evidence Supports Final Selection,src/benchmark_runner.py::run_model_benchmark,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"Evidence generation is implemented, but “final selection” is not programmatically asserted."
[UNNUMBERED-206],Versioned Indices with Coverage Metadata and Ownership,database/indexing/level0_builder.py::Level0Builder.build,DRY,tests/unit/test_level0_index.py::test_level0_build_creates_indices,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,NO_UNIT_TEST,MEDIUM,"Metadata files exist, but ownership/version governance is not explicit in index builders."
[UNNUMBERED-207],L0/L1/L2 Versioning Tied to Solver Commits,database/indexing/level0_builder.py::Level0Builder.build,DRY,tests/unit/test_level0_prompt_suite.py::test_level0_build_outputs,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,NO_UNIT_TEST,LOW,"L0/L1/L2 separation exists, but explicit solver-commit linkage metadata was not found."
[UNNUMBERED-208],"Index Metadata Includes Source Paths, Build Date, Chunk Policy",database/indexing/level1_builder.py::Level1Builder._save_index,DUPLICATED,tests/unit/test_level1_builder.py::test_level1_content_indexed,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,NO_UNIT_TEST,MEDIUM,"Source paths and manifest generation time exist, but per-index build date and chunk policy are not consistently encoded in metadata JSON."
[UNNUMBERED-209],Retrieval Coverage Reported Per Solver for Benchmarks,scripts/aggregate_metrics.py::_group_summary,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_contains_schema_valid_field,tests/integration/test_oracle_benchmarks.py::test_squall_line_jsonl_fields_present,ABSENT,NO_UNIT_TEST,MEDIUM,"`by_solver.csv` coverage exists, but retrieval-specific solver coverage granularity depends on upstream event completeness."
[UNNUMBERED-210],"Chunking Policy, No Truncation, Embedding Cache Hits",database/indexing/level2_builder.py::Level2Builder.build,DUPLICATED,tests/unit/test_level2_index.py::test_level2_no_truncation_amendment_c,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,NO_UNIT_TEST,MEDIUM,"Chunking and truncation are covered, but benchmark-visible cache-hit accounting is missing."
[UNNUMBERED-211],No Indexed Source File Truncation,database/indexing/level2_builder.py::Level2Builder.build,DRY,tests/unit/test_level2_index.py::test_level2_no_truncation_amendment_c,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,NO_UNIT_TEST,HIGH,Level2 path is explicitly tested; other indexing paths still use independent chunk/read logic.
[UNNUMBERED-212],Chunk Boundaries Align to AMReX Block Headers,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,Current chunking is markdown-section or size-based; no AMReX header-aware boundary parser was found.
[UNNUMBERED-213],Cache Hit Rate Logged During Benchmarks,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Caching is enabled in embeddings, but no benchmark output field/log computes cache hit rate."
[UNNUMBERED-214],Tiered Confidence/Fallback/Latency Logging,src/services/plan.py::SimulationPlan,DRY,tests/unit/test_architect_node_history.py::test_history_includes_level0_and_level2_override_trace,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,MEDIUM,"confidence is tracked, but per-tier retrieval latency and structured fallback-reason logging are incomplete."
[UNNUMBERED-215],L0/L1/L2 Confidence + Latency Per Query,src/services/plan.py::SimulationPlan,DRY,tests/unit/test_architect_node_history.py::test_history_includes_level0_and_level2_override_trace,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,LOW,there is no explicit per-query latency metric for L0/L1/L2.
